Tweet_id,User_id,Text,Label
106030123865739000 ,284534124,[EN] Conservative MPs Family Falls Victim to Online Bullying: http://t.co/emqbRt0,n
102650150060703000 ,230070155,"Ruth, you're such a bword. What are you doing. You can't like Tommy. Just an hour ago, you were bullying him.",y
108493220312383000 ,180813638,@kieran_yates I know - so cute. Love the way he spinelessly dives in to being a bully to win the girl!,n
103429674721476000 ,80415660,Children with severe #foodallergy bullied - story in the Mail - http://t.co/q3kijVj,n
104719599265783000 ,7233652,"In the saga of the bullies: no, I won't allow your kid to bully mine in the grocery store while you watch. #mamabear",y
105740633897050000 ,69114202,"De Gea needs to eat some pies, gonna get bullied on crosses and corners",n
107987147990106000 ,326990654,Kids' bullying is an ADULT problem.  Learn more about the role adults play in Bullying Epidemic: Not Just Child's Play. Coming Sept 2011.,n
108653637261209000 ,61233101,"I hate bullying commercials. I've honestly never seen bullying. Well I've seen girl bullying, but like not boy bullying.",y
101335166525513000 ,138503909,i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk,n
102067466276044000 ,275037031,"One day, our OCs get bullied at school. What's their reaction? @sasunarukawaii @uchimouchi @Algarich @HarunoMizuhime @michiryan",n
108636558881599000 ,297529823,"The 64 was the school bully with its crude graceless blocky graphics, the Speccy the beautiful underdog with its charming colour clash.",n
108417769673981000 ,348971776,"What is this I hear about cyber-bullying. #GrammarNAZIs, tell your leader Alphabet Hitler that his days of #evildoing are numbered!!!",n
102219441806376000 ,172776701,I strongly dislike people who think they can bully people just because they are different.,n
103969264553299000 ,279188342,This sat Club Gravity! 'Bedroom Bully' Music by Hot 97 & Power 105.1 Everyone free before 12  http://t.co/vw1RueY ;..,n
101384670347931000 ,301155538,Today was waaay better but got bullied by my lockers but no big deal....,y
105689722332004000 ,195446536,@LysaTerKeurst Whoa! this is the deepest truth of all - DON'T BE YOUR OWN BULLY! Truth will silence toxic thoughts & words!,n
108125147986276000 ,18627452,"@HilzFuld i disagree again- naked women is not a form of protest against bullying, its cheap.",n
101005489915166000 ,226218665,@Richdolarz keep comin at @AYEVERB  so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good,n
101008486179160000 ,153284292,@dannysuarez20 awwww bully... don't let that bring you down!:/,n
103298006077538000 ,141075053,@tearsellingboy im sorry will u stop bullying me now im having a heart attack!,y
106238594515079000 ,37868690,Lls im out she aint rockin thats wat im talkin bout bully,n
108494744417611000 ,56054309,The Article Bully Domination System  Grab Your Copy TODAY! http://t.co/AbvR1OE,n
107759010534531000 ,335263710,"@vickafarahdiba Tul bgt,mb..Say NO to Bullying",n
101301835607977000 ,118959423,She scratches and claws me when clearly there's a guy next to her that's easy to bully -__-,n
107762666738683000 ,106792949,"@pete_zar that wasn't bullies that was a random attack :L and lol, you, bully me? don't even pretend you do :L",y
103881668535914000 ,20109343,@JeffersonObama The Bully on the Pulpit.  #ChrisChristiePresidentialTourBusName #p2,n
108404942355697000 ,320924627,Just Saw A Video On YouTube About A Little Boy Bullying A Big Ass Boy . Personally I Think EveryBody Story Is BS . I Wanna No What Happened,n
101379514747199000 ,15501305,'Friday' Singer Rebecca Black to Be Homeschooled After Verbal Bullying - FoxNews.com: http://goo.gl/k0QGS #rebeccablack #homeschool,n
107973526174179000 ,31554641,I guess when their backs are up against the wall J&J show their true colors. Jeff=Bully Jordan=Spoiled Brat #CBSBigBrother #sad,y
103651943448186000 ,121561685,played Bully: Scholarship Edition (360) in the last 24 hours. http://t.co/idp64dt,n
107083900584603000 ,124852884,@KabThaDon bro i listen to numbers every morning real bully issh,n
109026169298497000 ,357183125,Check this video out -- Justin Bieber Meets Casey Heynes (Bully Hero)   - TV Interview http://t.co/1XgCcKL via @youtube,n
102549173668294000 ,323321322,@PaytonRaeMusic i love your stomp out bullying video! very inspirational(: i think i will enter... http://t.co/C6NqqwC),n
103111053377929000 ,163144222,@ChronIcVamPz I actually got bullied myself as well and tbh I don't really wanna talk about it &gt;.&lt;,y
104335487988269000 ,161882495,#WorstThingInTheWorld bullying.,n
106778495681708000 ,281817133,"@nolan_aurelia he's a dick to the bully lmaoo that's great, there's on when the dude gets ko'd",n
107177093162483000 ,127625761,"when I see someone being bullied I stick up for them anyway, let alone ast, I would literally beat the shit outta that mother fucker.",n
102630777363234000 ,306001774,@AHankeyPankey name calling isnt nice and it's bullying too #stupid lol,n
107212700664348000 ,192587175,"Cyber bullying and sexting a growing trend among teens: Students across the county are back in school this week,... http://t.co/L5u4q6W",n
105124970711105000 ,172149255,"@DemiSelenaArmy @TheDLNation @mrDdlovato I was never really bullied by other kids, but I had to deal with simi (cont) http://t.co/ump5IpO",n
108828051491651000 ,97068125,"Victim response may be key to curb bullying, study says http://t.co/xp2HSme",n
102152636203151000 ,246685999,"@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc",n
101654583021023000 ,214507236,"Yeah, that should put an end to the bullying - I know its Thursday, Thursday, but I gotta post this on... http://tumblr.com/xbr4164lxe",n
108213945730482000 ,63125455,@catherinebray STOP BULLYING YOUR MUM ABOUT HER GUMS,y
106039023943942000 ,113866343,"Bullying is my ability. But, gotta hide that from my new school",y
106085303063810000 ,210841544,"Bullying Victims See Lower GPAs, Particularly High Achieving Blacks and Latinos, Study Shows http://t.co/WEa5ieQ",n
108638723868069000 ,248952808,That wass my babee / BULLY ! ( :,n
109022869564043000 ,312811873,#ThingsWeNeedToChange Bullying between teenagers! Definitely is what I think we need to change,n
101010060557299000 ,328722660,@CassJoann Hahahah xD Me haces bullying,n
103510524691623000 ,59044624,"This little boy bulling his baby brother ,",y
100676606984597000 ,190932901,@TedCollins83 No...just bully pits. From what I remember the Johnson Line are good Am Bulldog. If u just want a pet id try a rescue.,n
104741285600047000 ,262914441,#FF THIS PERSON WAS BULLIED BY JESSICA AND THOSE WHO DON'T LIKE OR TALK TO JESSICA SHOULD FOLLOW THIS TWITTER OK. - @jessicahate,y
101490272122314000 ,322301883,@Tyler_Tyty *bullied,n
106132504364322000 ,60386562,@HuffingtonPost being black and being bullied in America is nothing new to the majority of black people #dontfetit,y
108163965749698000 ,59820085,Quelling a bully screed... Educating voters... Helping shed some blue light in a red state... Best Sunday in a long time.,n
108761956445458000 ,24202929,"@christeenaah Some are my favs were, Party Monster, Bully and The Boys & Girls Guide To Getting Down",n
104343923446648000 ,195969857,@mtvnews Do you have any advice for a girl who gets bullied a lot at school??? How do you stay so confident?? #MTVGaga,n
107550412508364000 ,61218758,"They all bully pamela, leave her alone! #cbb",y
108950295761002000 ,19431976,"""Never be bullied into silence. Never allow yourself to be made a victim. Accept no ones definition of..."" http://t.co/HFVW8Mv",n
104619665032085000 ,351209780,"i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please.",n
108361100478775000 ,322917463,My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought,y
102200003287715000 ,21774456,"Being bullied into admitting someone's cute, never thought that would happen :|",y
108332493530333000 ,197154206,Fresno Bully Rescue. CA. Be sure to check out our website to see all the latest adoptable dogs at our shelter... http://t.co/35uSGwB,n
103097898278993000 ,38228165,@J2ocean all you do is bully me :(,y
104159044255748000 ,284439233,SF Schools Expand Bullying Prevention Program - KDLT News http://t.co/9A1q9qt,n
105434008657211000 ,295895603,Brodies law to be used to cut out school bullying  Sydney Morning Herald: Students or parents involved in cybe... http://t.co/sVTK3gy,n
108222328235761000 ,164486284,I'm being bullied by @2amv (-_-) ...,y
102584410221711000 ,72824255,i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @AntonioTarver,n
104019461287329000 ,343522479,Bully!,n
105797253746278000 ,145817085,@biancagabardo bullying detected,n
104997458282676000 ,104670896,I just kick over a homeless dude house......  I'm such a bully #thugLife,y
108036659697811000 ,69800288,@Imkidrauhl_ Haters gonna hate because they are jealous! I get bullied & I know how it feels but please put a smile on your face?:) &lt;3,y
103400962357600000 ,8116082,Tehachapi Unified School District makes major policy changes. #SethWalsh #bullying #educationhttp://ow.ly/64c2O,n
108658106896097000 ,332020349,"So today in my teen leadership class, this girl started crying cuz she's getting bullied. She almost took her life. Words hurt #stopbullying",y
102443901415206000 ,130522245,"@macstein no jor, I bully  in a subtle way, leave d details to me",n
103326291289325000 ,246904112,@vdashbrown No bully,n
102536158550036000 ,329047293,BULLYING is NOT ok. I really want everyone to get a long. This is such a big problem all around the world! #StopBullying,n
103512154174529000 ,53158759,"@JKility Yeaah I am! and im younger than you, you're being bullied by someone younger, thats even funnier. &gt;:D ahaha",y
103905926033055000 ,41167377,"@ben_hatton I am hard on myself because I've been bullied and that. And you are, trust me okay?x",y
102544753048035000 ,185466563,"@Rissuh123 awe! hahah how cute. i hate the mostttt when kids bully him, i seriously want to strangle them all. -___-",y
107308026230358000 ,235393532,@all_lightskin24 follow bck bully,n
108288834495709000 ,20770172,Online bullying: back to school means back to reality - Sync (blog) http://t.co/qiPHXrQ #family,n
101024982536163000 ,42273680,So The White Gurls Bully The Black Gurls On #BGC? O_o,n
101734861127159000 ,222853108,@Fino76 @MrsStev0 @guinners1 ha! Paul did start the bullying with the smart comment from the original tweet ha! #saynotocyberbullying ha!,y
103508658742235000 ,337239157,"@LeadingWomen tears at work come from bully bosses. Change the boss or change your job. Cry for our country, then go do something about it!",n
102407450606575000 ,340973071,I beat that pussy up&it don't fight back im a bully.lol @PlainJanee101,n
103161128187731000 ,301063522,@bellathorne143 I love how much confidence you have. I don't have any because i feel like such a loser when ever i get bullied in school.,y
104788425256878000 ,155489051,"[Fan]: My friend keep bullying me huhu[Jonghyun]: Who is that, bring him/her over~! #JjongUFOReplies",n
100190763081674000 ,17749464,"Because if you've been bullied before, you should know how it feels to have no one stand up for you.",n
106345256156545000 ,141682899,"America loves the underdog as an archetype, but is itself far removed from the actuality of being the underdog. We are the bully.",n
100441996338020000 ,79432880,@YoHoeLikesMeTho lol you're a bully,y
104774833098858000 ,64664329,"what is with kids now! calling 10 year olds fat, bullying girls as young as grade 3, and all having cell phones and name brands? upsetting..",n
105214400251691000 ,86890296,"Seriously, does anyone who's worked not have a story about workplace #bullying from some time in their career? Just curious.",n
108543994992132000 ,43677200,Sure this bus is the early teen bully bus :@,n
100645964930486000 ,53258097,57 incidents of potential bullying reported in school district - http://bo.st/oRJUZ9,n
101479204327141000 ,253852363,"Lmao XD ""@Cycokid22: Lol Rebecca Black got homeschooled for being bullied alot.""",n
108193670062276000 ,263210043,@keystonepol Philadelphia's Anti-Bullying Programs a Model for Nation http://t.co/XQU0KIs #papolitics,n
103291876412637000 ,23993822,"the WWE having an anti-bullying campaign will never, ever make a single ounce of sense.",n
102360756888158000 ,77088569,"Dear hair, now ur just being a bully! #leavemyfacealone!",n
103737840218816000 ,135630914,"Bully of the playground, I will not let you slide BITCH !",n
100652042359545000 ,219743538,#bieberfact Justin has been a victim of cyber bullying!!!! :(,y
104993979937988000 ,62967393,@Dnl2Silva bullying u.u KKKK acho justo,n
106911657896325000 ,21929320,#bb13 WOOHOO I'm so glad Jeff got evicted. He thinks he can say & do what he wants to people. He's such a bully. Aww Dani ur girls came thru,y
107921928823644000 ,261847118,#Np Bully - Three Days Grace ,n
100702965114998000 ,311793608,TAMPA: JUL 8: NOW BOOKING: @ScrapBoyz Anti-bully Awareness Tour f. @DJUnk_ItsAgo http://conta.cc/jyUz5a: 404-532-9232,n
101535408420167000 ,28202236,@x_aye_itsTAY ur seven feet tall when u stand on top off TWO chairs lol and yes i remember u gettin bullied like the lil person u are! haha,y
105128683186036000 ,267422255,Christian Bully?: A local St. Mary's County woman recently confronted a grieving father about an unsubstantiate... http://t.co/7sYw98q,n
106788176563150000 ,155746163,"Damn, Kurt Cobain got bullied because people thought he was gay cause he hung with a gay kid. Fucked up.",y
107607892303163000 ,117211599,I wanna watch ant bully...,n
105283603965026000 ,179471412,@djlogansama u lot should be bullying that league man.,n
109033043775336000 ,357182133,@TakeAStand2Day No problem and thank you for what your doing about bullies and I will take a stand against bullying. (Thang again).!!!!!!!!,n
108482786960224000 ,60281755,I favorited a @YouTube video http://t.co/30nSkfD Pink - Perfect (AHMIR cover) - Anti-Bullying video,n
101511291172175000 ,16428795,"@eonline: Rebecca Black Drops Out of School, Blames Bullying http://t.co/UdV0a9y smh @ this country's youth",n
101353399970308000 ,271240396,@owillis @rootless_e don't know their plan so weak leaders they r like follwers on school payground they go after the kid the bully go after,n
100704750764437000 ,71055339,How To Stop Bullying - Information You Need: Bullying no longer happens just on the school playground. The probl... http://bit.ly/oEuF3G,n
107239976374239000 ,321511776,Sometimes you just got to punch a Bully in the mouth.,n
108749234643279000 ,55913896,Mad that someone I'm not fond of is in one of my classes. #Bully,n
106705609105227000 ,192786712,Trade of the Day: Gold Miners $GDX Bullish Spread http://t.co/GGMR9TA $$ $options,n
108225276500131000 ,136304231,"@YNWA_16 @alexrpayne im not talking to you anymore, you just bully me :P",y
103140368387809000 ,43453959,@ddlovato I have an idea for you: Make a video anti-bullying with a song and a theme principal :) u are perfect for that! i love u! ,n
100986172855156000 ,202127503,I liked a @YouTube video http://youtu.be/XNexgyfuTnc?a Taeyeon and Sungmin bullying Sooyoung's Minnie Mouse (hyper muc,n
105241669963747000 ,93390853,@scatch21 @briannufc haha scatch #JustSayin #bullied #nufc #football,n
107777398455537000 ,171080950,@Shiying_  only know how to torture & bully me,y
108870460149727000 ,88895058,"@VillaRunner But don't follow this guy. He's a bully. With a scary, 'i don't give a fuck' pic. Avoid at all costs.",y
101442015962726000 ,22869944,"Awesome post by Peter Switzer about Biz Confidence: Staff bullying, carers leave, wage rises, interest rate rises: http://bit.ly/qLg9br",n
102334832918536000 ,204194376,"@BellaBrookee I have proof that you asked me to sub back, and you cyber bullied Jesse Elliott.",y
101500859426418000 ,326466986,"@VinCastronovo Vinny can I get a GRANDnight please and will u follow me :) STARVE A BULLY, FEED YOUR SOUL, and STAND GRAND :D",n
101661874495561000 ,27179815,"#NEWMUSIC Ca$h Feat. DanMan Tha Bully - ""Throw It Up"" - http://twitrax.com/s/omehf4",n
101892276149690000 ,16373413,Top 5 Expert Tips to End Teen Bullying from Dr. Janell Dietz ~ What to Do if Your Kid is a Vi... http://t.co/oumg1p0 via @MommyLTLORiley,n
107476429985431000 ,28347470,@chance_second @Joe_Hunter I'm pretty sure Batman bullied Ray Palmer into shrinking the t.rex and penny so he could put them inside his crib,n
104128646020730000 ,226304569,@iAdoreParkerTW @jizstik_nath_tw pfftt im getting bullied on birthday ;) lol cx,y
104566854982443000 ,249651341,"I've bought one of those anti-bullying wristbands. Well, when I say 'bought', I snatched it off some short fat ginger kid...",y
105494759929421000 ,30982633,Cyber bullying is not the way!!,n
100620966287245000 ,313842361,Australia Spends Two Months Deciding Whether Red M&M Is a Bully http://bit.ly/nCtrgd #Advertising,n
100699391140167000 ,119535008,Lol the bully @100MeatHer_Dash is at it again! And she's really good you have to just listen,y
102647480503644000 ,134314413,i have a bully but she will remain nameless until she takes my lunch money again,y
108704754355544000 ,26563393,@SusanSaundersJZ @klout must be Cyber Bully!  Just like Jill Zarin,y
107224608557641000 ,274622585,"@IphannieBGentle lmaooooo, girl no I'm no bully.",y
107313172238708000 ,46552104,@HeKissNonMYtatZ lmao..dats how my lil hoe is ...she terrible doe..n she a bully lol,y
103913134984658000 ,138953471,"""@DuleHill: #OnlyRealJamaicans knw abt bulla beef"" bully beef amd white rice and some brebige!!lol",n
100194373064601000 ,275917811,@GraceNgDreamer I want sister lor!! Kor not good de bully me one!,n
100998069209931000 ,171933250,@utterflea lol.he might say ohya that tablet s nt released yet.nice (when people who seen 3 recessions) bullying kids.# MillenniumJobHunters,y
108598306434859000 ,91100805,my cousin called me a bully :( http://t.co/QteOE9W,y
106472932410277000 ,55985367,Reblog if you are against bullying -  this must have more notes http://t.co/CCAmcop,n
102999732833615000 ,273496113,Just gave a shit about bullying. Give a Shit at http://t.co/Wchx9kt #giveashit,n
108727740689170000 ,183879763,Bullying hurts! Rt if u want it to stop!,n
104079572361949000 ,138065558,"""@IronManMANNY125: I have anger issues that have yet to be resolved""&lt;==Lmaoo u ventin n shit...fuckin bully lml",y
108942502467346000 ,174041191,"@chellsSOgutta haha, what? You got a bullying?",n
101361461439381000 ,339826301,"Read my response to ""Pass this on to ask your followers if you believe bullying is wrong. If not, then I feel sorr"": http://4ms.me/mScY6L",n
104075767012536000 ,147584499,#oomf is a bully,y
108305185968898000 ,114624280,Ridgewood school district adjusting to new anti-bullying policy: New Jersey's Anti-Bullying Bill of Rights Act will... http://t.co/IPcClLx,n
104682323122982000 ,17464332,"@AudreeJo this issue is mostly that James Potter is a bully, even in the Petunia/Vernon backstory he is very unlikeable",y
102014053332959000 ,147461283,"Read my response to ""Pass This On If You Are Anti-Bullying. #NOH8 "": http://4ms.me/oft1SW",n
102949243916009000 ,138989678,@JosephJ89 bully - pouts-,y
105552754600194000 ,22917292,Kids across Green Country are headed back to school wearing yellow for Lets take a stand against bullying :). Do... http://t.co/JzApYDE,n
102957056163708000 ,14913657,Secret's Anti-Bullying Campaign Appears to Get Facebook Fans Engaged: Procter & Gamble Co.'s Secret deodorant ap... http://bit.ly/nv26a2,n
100299171533307000 ,301058349,"@sredrow2 you're a bully! Guess I should pass along the ""get well soon"" bear http://yfrog.com/h3meaudj",y
100639892966617000 ,270608146,"Be a friend to the person who is being bullied: talk with them, sit with them at lunch, play with them at recess. #stopbullying",n
102409107490881000 ,43730951,"We should take the ""Stop The Bullying"" & change it to ""Quit Being A Dick."" #fb",n
102513926402613000 ,61462546,What planet is Suzy obrien on? What makes her peroxided brain think schools aren't taking cyber bullying seriously? Any ideas ms critic ?,n
103272360920092000 ,274160958,HELP OTHERS AND STOP BULLYING! - @bellathorne143,n
107128416230326000 ,17098986,@JlNCHAN He's always bullied because of that though. And you'll see that Dongwoo has a weird like for toys lmao,y
108190572774301000 ,192901476,@ENNNNNNQI LOL! bully siol!,n
101875398668857000 ,283265627,Trust me bella people will stop bullying in general if we can get more people to take a stans against it im with you @bellathorne143 :),n
103409132920512000 ,88766802,@ClareTGG HAHHAHAH! Her last name is Hooker? PAHAHAHAHA. That's such a fail :L I got bullied on a school trip once. It sucks so much!,y
106388838099861000 ,129456828,Back at good old HRC tonight! time to bully @KatieHalliday haha,n
107693059176796000 ,45491385,@smsmsmBoARyeo he too small ehhh..ppl all like to bully him..haizzzz..,y
106003451959451000 ,84604719,@CassieBronsWify nun un :/ no bully here I'm no tammi,y
103333329700528000 ,256775865,@theRealKaylaJay  whennnn ! cause thats rare you always bullying me !!? lol its always the little oness !,y
105129908954611000 ,79283126,She was bullied and made a pariah for an inconvenient truth that she wrote about an educational institution. I understood her position...,y
108097100981608000 ,191795989,#Krejcir State's case looking wobbly. Credibility issues with main witness urologist Marian Tupy who now claims he was bullied by state. MW,y
103719288115970000 ,62848138,Teachers bullied and abused on social networking sites http://t.co/GjF4gCS,n
104388616461094000 ,242061429,@So_Avant_Garde your a bully lmao,y
100314778156806000 ,320627880,Big bully http://yfrog.com/h4cspzisj,n
104356816460328000 ,83150121,@akalionrule so what is the answer? let people be bullied out of their own country by the self professed chosen ones (jews),n
102154099805523000 ,64575921,"My son is home from camp and had so much to talk about! Not to mention, he made a lot of friends and stood up to a cussing bully :O",y
103039205495672000 ,20434685,leave Edski alone bully boy lol..... Thats his kevin n Perry get up!!! :P @rickyp1969 @vinylmasakist @acid_ash,y
107611833703202000 ,27154623,@BarackOMamba the old host of bully beatdown,n
101467014152982000 ,261942365,Someone needa get this @myquotes_swag bitch talking about my dead family members. Ill sho her ass cyber bullying!,y
101484211688579000 ,27372914,"@gkketch No, we are talking about getting bullied by a bunch of arrogant assholes, and FINALLY getting fed up.",y
104785436215476000 ,84244872,@_ChocolateKisse  Dam Devo get off her . Seesh yu dam bully,n
104265375025340000 ,78081012,@monalesa27 for years they bully janine bout time she fuck up the square #eastenders,y
